Culture,Focal_Year,PBM_Data,Source,Source_Coverage_Years,Sub_Group,Full_Pinpoint information,Page_Nums,HRAF_Sources,SCCS_Sources,DPlace_Sources,Source_URL,My_Comments,
!Kung,,--,"Marshall, John. 1957. Ecology of the !Kung Bushmen. Senior Honors Thesis, Harvard.",1950-1957 (field dates),"!Kung, Nyae Nyae region, Namibia",,nd,0,1,0,Unavailable through ILL,Non-circulating,
!Kung,,1,"Marshall, John. 1958. Hunting among the Kalahari Bushmen. Natural History 67 (6): 291-309; (7): 376-395.",1950-1958 (field dates),"!Kung, Nyae Nyae region, Namibia",,37,0,1,0,https://digitallibrary.amnh.org/handle/2246/6388,,
!Kung,,0,"Marshall, Laurence, and Lorna Marshall. 1956. Kung Bushmen of South West Africa. South West Africa Annual 1956: 11-23.","1951, 1952-1953, 1955 (field dates)","!Kung, Nyae Nyae region, Namibia",,12,0,1,0,https://drive.google.com/file/d/1G9_7LWMVLSF38pyctjMQ1l2XtjMtkHEz/view?usp=share_link,,
!Kung,,1,"Marshall, Lorna. 1969. The Medicine Dance of the! Kung Bushmen. Africa, 39(4), 347-381.","1951, 1952-1953, 1955, 1959, 1961 (field dates)","!Kung, Nyae Nyae region, Namibia",,34,0,0,0,https://www.jstor.org/stable/1157382,"Same author, same group, same time period",
!Kung,,1,"Marshall, Lorna. 1996. First Film (Film). Watertown: Documentary Educational Resources.",1951 (field date),"!Kung of /Aotcha pan, Nyae Nyae region, Namibia",,45,0,0,0,https://video.alexanderstreet.com/watch/first-film#channel:kung,"Same author, same group, same time period. The quality of the images in this film are not as good as later films. Therefore, it is more difficult to discern finer grain details in this film; Page count is based on number of minutes in the film",
!Kung,,0,"Marshall, Lorna. 1957a. The Kin Terminology System of the !Kung Bushmen. Africa 27: 1-25.","1951, 1952-1953, 1955 (field dates)","!Kung, Nyae Nyae region, Namibia",,25,S1,1,0,https://ehrafworldcultures.yale.edu/document?id=fx10-005,,
!Kung,,0,"Marshall, Lorna. 1957b. N!ow. Africa 27: 232-240.","1951, 1952-1953, 1955 (field dates)","!Kung, Nyae Nyae region, Namibia",,8,S1,1,0,https://ehrafworldcultures.yale.edu/document?id=fx10-006,,
!Kung,,1,"Marshall, Lorna. 1959. Marriage among Kung Bushmen. Africa 29: 335-364.","1951, 1952-1953, 1955 (field dates)","!Kung, Nyae Nyae region, Namibia",,29,S1,1,0,https://ehrafworldcultures.yale.edu/document?id=fx10-001,,
!Kung,,1,"Marshall, Lorna. 1960. !Kung Bushman Bands. Africa 30: 325-355.","1951, 1952-1953, 1955, 1959 (field dates)","!Kung, Nyae Nyae region, Namibia",,30,0,1,0,https://www.jstor.org/stable/pdf/1157596.pdf?casa_token=5uoZNymd-pMAAAAA:XzPqWH8SSe_TpaQ5dmWBaqhHe9l_48eeZ0Xo1aLFpwXRbfgYqUPqLmMcinrl_LXM5LNEOYAG2qlihGB0i4-bSh3UP3t01xr-8PnlB57PhVSq8-QJAww,,
!Kung,,1,"Marshall, Lorna. 1961. Sharing, Talking and Giving. Africa 31: 231-249.","1951, 1952-1953, 1955, 1959, 1961 (field dates)","!Kung, Nyae Nyae region, Namibia",,18,S1,1,0,https://ehrafworldcultures.yale.edu/document?id=fx10-012,,
!Kung,,0,"Marshall, Lorna. 1962. !Kung Bushman Religious Beliefs. Africa 32:221-252.","1951, 1952-1953, 1955, 1959, 1961 (field dates)","!Kung, Nyae Nyae region, Namibia",,31,S1,1,0,https://ehrafworldcultures.yale.edu/document?id=fx10-013,,
!Kung,,1,"Marshall, Lorna. 1965. The !Kung Bushmen of the Kalahari Desert. In Gibbs, Jr., James L. (ed.), Peoples of Africa, 241-278. New York: New York: Holt, Rinehart & Winston.","1951, 1952-1953, 1955, 1959, 1961 (field dates); 1951-1961 (total coverage)","!Kung, Nyae Nyae region, Namibia",,37,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=fx10-015,,
!Kung,,0,"Marshall, Lorna. 1976. Sharing, Talking, and Giving: Relief of Social Tensions among the !Kung. In: Richard Lee & Irven DeVore (Eds.), Kalahari Hunter-Gatherers, pp. 349-371. Cambridge: Harvard University Press.","1951, 1952-1953, 1955, 1959, 1961 (field dates)","Nyae Nyae !Kung area, northeastern Namibia",,22,0,2,0,https://drive.google.com/file/d/1Rep8qsfemjVnl-ySY5iM8FkPPnJk7Ebn/view?usp=drive_link,,
!Kung,,1,"Marshall, Lorna. 1976. The !Kung of Nyae Nyae. Cambridge MA: Harvard Univ. Press.","1951, 1952-1953, 1955, 1959, 1961 (field dates)","!Kung, Nyae Nyae region, Namibia",,459,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=fx10-017,,
!Kung,,0,"Ritchie, Claire 1986. From Foragers to Farmers: The Ju/wasi of Nyae Nyae Thirty Years On. In: Megan Biesele, Robert Gordon & Richard Lee (Eds.), The Past and Future of !Kung Ethnography, pp. 311-326. Hamburg: Helmut Buske Verlag.",1980-1982 (field dates); 1950s-1980s (total coverage),"!Kung, Nyae Nyae region, Namibia",,15,0,2,0,https://drive.google.com/file/d/1DhAaIgNm0aC6qNJkRix1-e9ZpcM496Id/view?usp=share_link,,
!Kung,,1,"Schapera, Isaac. 1930. The Khoisan Peoples of South Africa. London.",,"Four !Kung subgroups: (1) the Agau, southeast of Karakuwisa and hence in the Nyae
Nyae region; (2) the !Ogowe of the lower Omuramba Omatako, north of
Karakuwisa and thus about 50 miles north of the Nyae Nyae region; (3)
the Nogau of Karakuwisa and the upper Omuramba Omataka, i.e., just north of the Nyae Nyae region (Marshall's map shows a group called
//No!Gau in the southeast corner); and (4) the ≠Kangau",,471,0,3,0,https://archive.org/details/in.ernet.dli.2015.283438,,
!Kung,,0,"Schmidt, Sigrid. 1986. Tales and Beliefs about Eyes-on-His-Feet: The Interrelatedness of Khoisan Folklore. In: Megan Biesele, Robert Gordon & Richard Lee (Eds.), The Past and Future of !Kung Ethnography, pp. 169-194. Hamburg: Helmut Buske Verlag.","1972, 1975, 1981 (field dates); 1868-1981 (total coverage)","Cultures of !Kung, Nharo, Hai-//om, Nama, Dama, and /Xam",,25,0,2,0,https://drive.google.com/file/d/1DhAaIgNm0aC6qNJkRix1-e9ZpcM496Id/view?usp=share_link,,
!Kung,,1,"Shostak, Marjorie. 1981. Nisa: The life and words of a !Kung woman. Cambridge, Mass.",1969-1971 (field dates); 1921-1971 (total coverage),"Dobe !Kung area, northwest Botswana",,412,processed_nocode,2,0,https://ehrafworldcultures.yale.edu/document?id=fx10-026,,
!Kung,,0,"Shostak, Marjorie. 1993. The creative individual in the world of the !Kung San. In creativity/anthropology (pp. 54–69). Cornell University Press.","1969-1971, 1975 (field dates); 1969-1975 (total coverage)","Dobe !Kung, Dobe area, northwest Botswana",,15,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=fx10-086,"Same author, same group, same time period",
!Kung,,0,"Shostak, Marjorie. 1976. A !Kung Woman’s Memories of Childhood. In: Richard Lee & Irven DeVore (Eds.), Kalahari Hunter-Gatherers, pp. 246-277. Cambridge: Harvard University Press.",1969-1971 (field dates),Dobe !Kung area of northwest Botswana,,31,0,2,0,https://drive.google.com/file/d/1Rep8qsfemjVnl-ySY5iM8FkPPnJk7Ebn/view?usp=drive_link,,
!Kung,,0,"Stem, J. M., Konner, M., Herman, T. M., & Reichlin, S. 1986. Nursing behavior, prolactin and postpartum amenorrhea during prolonged lactation in American and. Kung mothers. Clinz Endocrinol, 25, 247-258.","1969-1971, 1975 (field dates)","Dobe !Kung, Botswana",,11,0,0,0,https://www.melvinkonner.com/wp-content/uploads/2009/05/Nursing-Lactation-Stern.pdf,"Same author, same group, same time period",
!Kung,,0,"Tanaka, Jiro 1976. Subsistence Ecology of Central Kalahari San. In: Richard Lee & Irven DeVore (Eds.), Kalahari Hunter-Gatherers, pp. 98-119. Cambridge: Harvard University Press.","1967-1968, 1971-1972 (field dates)","/Gwi and /Gana of the ≠Kade pan area in the Central Kalahari Game Reserve, Botswana",,21,0,2,0,https://drive.google.com/file/d/1Rep8qsfemjVnl-ySY5iM8FkPPnJk7Ebn/view?usp=drive_link,,
!Kung,,1,"Thomas, E. M. 1959. The Harmless People. New York.",1951-1955 (field dates); 1950s (total coverage),Namibia and Botswana,,279,S1,1,0,https://ehrafworldcultures.yale.edu/document?id=fx10-009,,
!Kung,,1,"Tobias, P. V. 1978a. Introduction to the Bushmen or San. In The bushmen : san hunters and herders of southern africa (pp. 1–15). Human & Rousseau.",1930s-1970s (total coverage),"Namibia, Botswana, Angola, & South Africa",,15,processed_nocode,2,0,https://ehrafworldcultures.yale.edu/document?id=fx10-053,,
!Kung,,0,"Tobias, P. V. 1978b. The San: an evolutionary perspective. In The bushmen : san hunters and herders of southern africa (pp. 16–32). Human & Rousseau.",prehistory - 1950s (total coverage),"Namibia, Botswana, Angola, & South Africa",,16,processed_nocode,2,0,https://ehrafworldcultures.yale.edu/document?id=fx10-054,,
!Kung,,0,"Treswell, A. Stewart and John D.L. Hansen. 1976. Medical Research among the !Kung. In: Richard Lee & Irven DeVore (Eds.), Kalahari Hunter-Gatherers, pp. 166-194. Cambridge: Harvard University Press.","1967, 1968, 1969 (field dates)",Dobe and /Xai/xai !Kung in the Dobe !Kung area and ≠To//gana and /Du/da !Kung of northwest Botswana,,28,0,2,0,https://drive.google.com/file/d/1Rep8qsfemjVnl-ySY5iM8FkPPnJk7Ebn/view?usp=drive_link,,
!Kung,,0,"Vinnicombe, Patricia 1986. Rock Art, Territory and Land Rights. In: Megan Biesele, Robert Gordon & Richard Lee (Eds.), The Past and Future of !Kung Ethnography, pp. 275-310. Hamburg: Helmut Buske Verlag.",,"Some discussion of !Kung culture, then compared to Indigenous Australian culture as the primary focus",,35,0,2,0,https://drive.google.com/file/d/1DhAaIgNm0aC6qNJkRix1-e9ZpcM496Id/view?usp=share_link,,
!Kung,,1,"Volkman, T.A. 1980. Film guide for N!ai: The story of a !Kung woman. Watertown: Documentary Educational Resources.","1951, 1952, 1955, 1958, 1978 (field dates)","!Kung, Nyae Nyae region, Namibia",,26,0,0,0,http://www.der.org/resources/guides/nai-study-guide.pdf,"Based on work of same author, same group, same time period",
!Kung,,0,"Weissner, Polly. 1986. !Kung San Networks in a Generational Perspective. In: Megan Biesele, Robert Gordon & Richard Lee (Eds.), The Past and Future of !Kung Ethnography, pp. 103-136. Hamburg: Helmut Buske Verlag.",1974-1975 (field dates); 1968-1975 (total coverage),Dobe and /Xai/xai !Kung,,33,0,2,0,https://drive.google.com/file/d/1DhAaIgNm0aC6qNJkRix1-e9ZpcM496Id/view?usp=share_link,,
!Kung,,0,"Worthman, C. M., and Melvin J. Konner. 1987. Testosterone levels change with subsistence hunting effort in! Kung San men. Psychoneuroendocrinology, 12(6), 449-458.",1969-1971 (field dates),"Dobe !Kung, Botswana",,9,0,0,0,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=553bdbdb01932d66660fb1d488ec471f7429db86,"Same author, same group, same time period",
!Kung,,0,"Yellen, John 1976. Settlement Patterns of the !Kung: An Archaeological Perspective. In: Richard Lee & Irven DeVore (Eds.), Kalahari Hunter-Gatherers, pp. 47-72. Cambridge: Harvard University Press.",1968 (field date),"!Kung of the Dobe area, Botswana",,25,0,2,0,https://drive.google.com/file/d/1Rep8qsfemjVnl-ySY5iM8FkPPnJk7Ebn/view?usp=drive_link,,
!Kung,,0,"Yellen, John and Richard Lee 1976. The Dobe-/Du/da Environmment: Background to a Hunting and Gathering Way of Life. In: Richard Lee & Irven DeVore (Eds.), Kalahari Hunter-Gatherers, pp. 27-46. Cambridge: Harvard University Press.",,"Dobe and /Du/da !Kung, Botswana",,19,0,2,0,https://drive.google.com/file/d/1Rep8qsfemjVnl-ySY5iM8FkPPnJk7Ebn/view?usp=drive_link,,
Abipón,1750,,,,"Those in contact with the Jesuit Abipón missions of San Jerónimo, Concepción, San Fernando, and Timbó/Rosario in the Chaco Region, Paraguay & Argentina","The Abipon in contact with the Jesuit mission, between 27 and 29 S and from 59 to 60 W, in 1750. […] A Jesuit mission was established among them in 1748, when they numbered about 5,000, but in 1767 they had been reduced to 2,000 in four Jesuit missions. […] Selection of Focus: The Abipon associated with the Jesuit missions are selected because of the excellent description by Father Dobrizhoffer. […] Time: The date of 1750 is chosen as that when Dobrizhoffer begin his 12 years of missionary work among the Abipon, only two years after the establishment of the mission. (White 2009, p. 219)",619,,,,,,
Abipón,,1,"Dobrizhoffer, Martin. 1822. An Account of the Abipones. Volume 2.",1750-1762 (field dates); 1749-1767 (total coverage),"Those in contact with the four Jesuit Abipón focused mission stations, in the Chaco region of Paraguay and Argentina, specifically those of: San Jerónimo (in the modern city of Reconquista in Santa Fe province, Argentina), Concepción (on the Inespin River and later moved to the junction of the Río Dulce and Río Salado), San Fernando (in the modern city of Resistencia in Chaco province, Argentina), and Timbó/Rosario (on the Paraguay river at lat 26°32’S, long 58°17’W)",,446,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=si04-001,"Uses biased language. Volume 2 deals with the ethnography of the Abipon culture. It is the only volume on HRAF. Volume 1 is more about geography, botany, etc. It can be found here: https://archive.org/details/anaccountabipon01dobrgoog/mode/2up?view=theater Volume 3 is about the missions and can be found here: https://archive.org/details/anaccountabipon00dobrgoog/page/n9/mode/2up",
Abipón,,1,"Métraux, Alfred. 1946. Ethnography of the Chaco. Bulletins of the Bureau of American Ethnology 143. i, 197-370.",1591-1858 (total coverage),"All cultures of the Chaco province in Paraguay/Argentina, specifically: Cultures of the Guaicuruan language family (Abipón [regions between the Bermejo river, Paraná river, and settlements of Santa Fé, Cósdoba, and Santiago del Estero]), Mocoví, Toba, Pilagá, Payaguá, Mbayá, Guachí, and Mahoma), the Mascoian language family (Mascoi, Kaskihá, Sapukí, Sanapaná, Angaité, Lengua, and unidentified cultures of the Mascoi river), the Lule-Vilelan language family (Lule and Vilela), the Matacoan language family (Mataco, Agoyá, Tayni, Teuta, Ojotá, Taño, Palomo, Hueshos, Pesatupe, Chorotí, Ashluslay, Lengua-Enimagá, and Macá), the Tupí-Guaranian language family (Tapieté), the Arawakan language family (Chaná/Guaná), the Zamucoan language family (Zamuco, Caipotorade, Morotoco, Ugaraño, Guarañoca, Moro, Chamacoco, Tsirakua, and Poturero), those of the upper Paraguay river of uncertain linguistic affiliation (Yacaré, Artan, and Perovosan), and those of the Bermejo Basin of uncertain linguistic affiliation (Malbalá and Matará)",,173,0,4,1,"https://books.google.ca/books?hl=en&lr=&id=tbI3AQAAMAAJ&oi=fnd&pg=PA197&dq=Metraux,+A.+1946.+Ethnography+of+the+Chaco&ots=UlcpJG4jNL&sig=su1cjW-Nl9KFUiL3rYotp2tOot0",,
Abkhaz,1880,,,,"Entirety of Group, Abkhazia, Georgia","The Abkhaz as whole, located at 42°25' to 43°25'N and from 40° to 42°35'E, in 1890. […] Selection of Focus: The society as a whole, being small, is chosen as the focus. […] Time: The date of 1890 is selected as approximately that of the field work by Dzhanashvili [Janašvili], the principal authority. (White 2009, p. 71)",1278,,,,,,
Abkhaz,,1,"Benet, Sula. 1974. Abkhasians: The Long Living People of the Caucasus. New York.",1970-1973 (field dates); 1900-1973 (total coverage),"Abkhazia, Georgia",,127,processed_nocode,1a,0,https://ehrafworldcultures.yale.edu/document?id=ri03-005,,
Abkhaz,,0,"Byhan, Arthur. 1926. Die Kaukasischen Völker. In: G. Buschan (ed.), Illustrierte Völkerkunde, Vol. 2, Part 2: Europa und seine Randgebiete, 659-844.",29 CE - 1920s (total coverage),"All countries in the Caucasus region, with discussions on the following cultures: Southern or Kharthwel Caucasians: Georgians (Georgians proper, Imeretians, Gurians, Muslim Adjarians, Khevsurs, Tush, and Pshavians), Mingrelians, Svans, and Laz; the northwestern Caucasians: Circassians and Abkhazians; the eastern Caucasians: Chechens proper, Mountain Chechens, Ichkerians, Ingush, and Kists; the Legzhians (Avars, Lakes/Kasikumuchen, Dargwa/Dargins, and Kürins), the Andi-Dido, the Ossi, the Tat, and the Talysh",,185,0,4,1,https://drive.google.com/file/d/1zoqrasfpvqJPJT3QiEdvOT-BrDBJlLtE/view?usp=drive_link,Abkhazians primarily discussed pages 749-773,
Abkhaz,,1,"Janašvili [Dzhanashvili], Mose. 1894. Abkhaziya i Abkhaztsy. [Abkhazia and the Abkhaz] Zapiski Kavkazskago Otdiela Inperalorskago Russkago Geograficheskago Obshchestva 16. 1-59. Translated for HRAF by Aza Tugan and Elma Kasbek.",1855-1890 (field dates); CE 29-1894 (total coverage),"Abkhazia, Georgia",,59,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=ri03-001,,
Abkhaz,,0,"Lotz, John. (Ed.) 1956a. The Caucasus. Vol 1. (Contributors: Bernhard Geiger, Aert Kuipers, Tibor Halasi-Kun, Karl Menges, Elizabeth Beyerly, Arshag Sarkissian, Theodore Shabad, Jane Gaitenby). New York: Columbia University.",,"All countries in the Caucasus region, with discussions on the following cultures: Armenians, K’art’velians, Georgians, T’ushuri, Khevsuri, P’shaveli, S’vanet’ians, Mingrelians, Laz, those of recent migrations to the regions (Greeks, Germans, and Aisors), Multanis, Turks, Russians, and Ossetians",,348,0,4,1,https://drive.google.com/file/d/1sv5RvAsYLI1hDLWCTG06J-C5EQc5ruxL/view?usp=share_link,,
Abkhaz,,1,"Lotz, John. (Ed.) 1956b. The Caucasus. Vol 2. (Contributors: Bernhard Geiger, Aert Kuipers, Tibor Halasi-Kun, Karl Menges, Elizabeth Beyerly, Arshag Sarkissian, Theodore Shabad, Jane Gaitenby). New York: Columbia University.",,"All countries in the Caucasus region, with discussions on the following cultures: Armenians, K’art’velians, Georgians, Abkhazians, T’ushuri, Khevsuri, P’shaveli, S’vanet’ians, Mingrelians, Laz, those of recent migrations to the regions (Greeks, Germans, and Aisors), Multanis, Turks, Russians, Ossetians, Dagestanians, Chechnians, and Circassians",,275,0,4,1,https://drive.google.com/file/d/1SlD_qFgWpqbcgtcMVHvTxtQ8KY3MhQCX/view?usp=share_link,,
Abkhaz,,1,"Luzbetak, Louis, J. 1951. Marriage and the Family in Caucasia: A Contribution to the Study of North Caucasian Ethnology and Customary Law. Vienna-Mödling: St. Gabriel's Mission Press",,"All countries in the Caucasus region, with discussions on the following cultures: Abkhaz, Cherkess, Chechens, Lesghians, Georgians, and non-Caucasian cultures living in the Caucasus region",,284,0,4,1,https://drive.google.com/file/d/1M-pMcKdk8kjVSDhKDlqgB6-nDL_UsBuu/view?usp=share_link,,
